ADC.steerAngle, ADC.airSpeed, ADC.brakePressB, ADC.fuelTankLevel, ADC.shockDispFL, ADC.shockDispFR, ADC.shockDispBR, ADC.shockDispBL, ADC.channel9, ADC.channel10, ADC.channel11, ADC.channel12, INA.brakePressF, IMU.xAccel, IMU.yAccel, IMU.zAccel, IMU.xRot, IMU.yRot, IMU.zRot, IMU.temp, GPS.GPSRMCsentance, GPS.speed,
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.699021, 0.585018, 3.300101, 2.973091, 0.524641, 0.528391, 0.528391, 1.178661, 0.791087, 0.230070, 0.230070, 0.848088, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.672020, 0.540016, 3.186097, 2.859087, 1.178661, 0.537204, 0.537204, 0.997718, 0.848088, 0.231757, 0.231757, 0.846588, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.708022, 0.591018, 3.249099, 2.898088, 0.997718, 0.599081, 0.599081, 1.050032, 0.846588, 0.232132, 0.232132, 0.834400, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.684021, 0.528016, 3.141096, 2.859087, 1.050032, 0.538516, 0.538516, 0.990030, 0.834400, 0.236445, 0.236445, 0.844151, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.711022, 0.594018, 3.216098, 2.916089, 0.863276, 0.582580, 0.582580, 0.976155, 0.844151, 0.235320, 0.235320, 0.838901, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.687021, 0.558017, 3.165097, 2.805086, 0.976155, 0.556142, 0.556142, 1.004656, 0.838901, 0.232695, 0.232695, 0.840963, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.693021, 0.576018, 3.177097, 2.886088, 1.004656, 0.590268, 0.561392, 0.561392, 0.840963, 0.233820, 0.233820, 0.833463, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.693021, 0.561017, 3.132096, 2.811086, 1.086033, 0.555579, 0.555579, 0.957404, 0.833463, 0.238695, 0.238695, 0.842088, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.693021, 0.582018, 3.174097, 2.844087, 0.957404, 0.585580, 0.585580, 1.052470, 0.842088, 0.235320, 0.235320, 0.836651, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.699021, 0.573017, 3.102095, 2.859087, 1.052470, 0.546579, 0.546579, 0.948966, 0.836651, 0.239632, 0.239632, 0.836088, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.690021, 0.582018, 3.147096, 2.838087, 0.948966, 0.590080, 0.590080, 1.044969, 0.836088, 0.235132, 0.235132, 0.833838, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.705022, 0.567017, 3.090094, 2.778085, 1.044969, 0.548454, 0.548454, 0.941841, 0.833838, 0.236820, 0.236820, 0.836838, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.699021, 0.585018, 3.144096, 2.841087, 0.941841, 0.592518, 0.592518, 1.046469, 0.836838, 0.238507, 0.238507, 0.834025, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.690021, 0.555017, 3.069094, 2.757084, 1.046469, 0.545454, 0.545454, 0.941279, 0.834025, 0.237382, 0.237382, 0.838338, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.699021, 0.597018, 3.129096, 2.832086, 0.941279, 0.600393, 0.600393, 1.040657, 0.838338, 0.237007, 0.237007, 0.832525, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.696021, 0.546017, 3.063093, 2.751084, 1.040657, 0.539266, 0.539266, 0.943154, 0.832525, 0.238132, 0.238132, 0.837776, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.690021, 0.606018, 3.111095, 2.820086, 0.943154, 0.598893, 0.598893, 1.036157, 0.837776, 0.236820, 0.236820, 0.836651, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.684021, 0.549017, 3.030092, 2.730083, 1.036157, 0.539829, 0.539829, 0.950279, 0.836651, 0.241507, 0.241507, 0.833275, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.699021, 0.594018, 3.117095, 2.823086, 0.950279, 0.596643, 0.596643, 1.032594, 0.833275, 0.239820, 0.239820, 0.828025, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.681021, 0.543017, 3.030092, 2.727083, 1.032594, 0.538704, 0.538704, 0.948779, 0.828025, 0.239070, 0.498203, 0.498203, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.699021, 0.600018, 3.102095, 2.811086, 0.948779, 0.603956, 0.603956, 1.027531, 2.125940, 0.238695, 0.238695, 0.831963, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.681021, 0.552017, 3.000092, 2.706083, 1.027531, 0.538891, 0.538891, 0.941091, 0.831963, 0.237757, 0.237757, 0.832338, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.714022, 0.609019, 3.093094, 2.790085, 0.941091, 0.599643, 0.599643, 1.022281, 0.832338, 0.236820, 0.236820, 0.828025, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.684021, 0.546017, 2.997092, 2.745084, 1.022281, 0.539641, 0.539641, 0.944654, 0.828025, 0.240007, 0.240007, 0.828775, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.693021, 0.609019, 3.084094, 2.772085, 0.944654, 0.601331, 0.601331, 1.020219, 0.828775, 0.238507, 0.238507, 0.829338, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.681021, 0.537016, 2.982091, 2.820086, 1.020219, 0.544892, 0.544892, 0.958904, 0.829338, 0.243382, 0.243382, 0.832150, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.702021, 0.603018, 3.069094, 2.760084, 0.958904, 0.594393, 0.594393, 1.001468, 0.832150, 0.236632, 0.236632, 0.826338, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.681021, 0.543017, 2.982091, 2.706083, 1.001468, 0.541892, 0.541892, 0.958717, 0.826338, 0.243757, 0.243757, 0.832900, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.714022, 0.600018, 3.063093, 2.775085, 0.958717, 0.590080, 0.590080, 0.992843, 0.832900, 0.239445, 0.239445, 0.831775, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.684021, 0.546017, 2.988091, 2.691082, 0.992843, 0.543954, 0.543954, 0.960967, 0.831775, 0.243757, 0.243757, 0.837588, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.708022, 0.612019, 3.054093, 2.751084, 0.960967, 0.591018, 0.591018, 0.989655, 2.076813, 0.236445, 0.236445, 0.826150, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.681021, 0.546017, 2.979091, 2.739084, 0.989655, 0.543767, 0.543767, 0.973530, 0.826150, 0.239445, 0.239445, 0.824650, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.705022, 0.597018, 3.033092, 2.721083, 0.973530, 0.588205, 0.588205, 0.970155, 0.824650, 0.237757, 0.237757, 0.825025, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.690021, 0.564017, 2.979091, 2.712083, 0.970155, 0.558205, 0.558205, 0.987030, 0.825025, 0.241320, 0.241320, 0.825213, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.702021, 0.606018, 3.021092, 2.781085, 0.987030, 0.571705, 0.535704, 0.535704, 0.825213, 0.239257, 0.239257, 0.830650, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.687021, 0.567017, 2.982091, 2.742084, 0.972405, 0.579768, 0.579768, 1.015531, 0.830650, 0.241132, 0.241132, 0.824275, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.699021, 0.594018, 2.994091, 2.694082, 1.015531, 0.573580, 0.573580, 0.942404, 0.824275, 0.237382, 0.237382, 0.827463, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.684021, 0.558017, 2.985091, 2.718083, 0.942404, 0.569830, 0.569830, 1.002031, 0.827463, 0.237757, 0.237757, 0.821275, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.705022, 0.576018, 2.991091, 2.685082, 1.002031, 0.565142, 0.565142, 0.930591, 0.821275, 0.240007, 0.240007, 0.824463, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.678021, 0.582018, 2.985091, 2.709083, 0.930591, 0.575643, 0.575643, 1.015156, 0.824463, 0.238882, 0.238882, 0.826338, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.705022, 0.591018, 2.988091, 2.754084, 1.015156, 0.564205, 0.564205, 0.936216, 0.826338, 0.238695, 0.238695, 0.830088, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.696021, 0.579018, 2.976091, 2.715083, 0.936216, 0.571517, 0.571517, 1.011968, 0.830088, 0.240945, 0.240945, 0.824088, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.708022, 0.588018, 2.973091, 2.676082, 1.011968, 0.557829, 0.557829, 0.928153, 0.824088, 0.240570, 0.240570, 0.824838, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.687021, 0.594018, 2.982091, 2.733083, 0.928153, 0.581268, 0.569642, 0.569642, 0.824838, 0.236070, 0.236070, 0.822213, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.705022, 0.579018, 2.961090, 2.664081, 1.078720, 0.561580, 0.561580, 0.932841, 0.822213, 0.242257, 0.242257, 0.829713, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.702021, 0.597018, 2.997092, 2.736084, 0.932841, 0.590643, 0.590643, 1.020406, 0.829713, 0.239632, 0.239632, 0.822775, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.693021, 0.567017, 2.928089, 2.658081, 1.020406, 0.543204, 0.543204, 0.919341, 0.822775, 0.241882, 0.241882, 0.828963, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.693021, 0.585018, 3.000092, 2.718083, 0.919341, 0.598706, 0.598706, 1.023781, 0.828963, 0.240382, 0.240382, 0.822400, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.690021, 0.546017, 2.919089, 2.643081, 1.023781, 0.537954, 0.537954, 0.918216, 0.822400, 0.239820, 0.239820, 0.826900, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.702021, 0.606018, 2.979091, 2.718083, 0.918216, 0.594206, 0.594206, 1.030344, 0.826900, 0.238507, 0.238507, 0.824088, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.693021, 0.549017, 2.916089, 2.670081, 1.030344, 0.536641, 0.523328, 0.523328, 0.824088, 0.241882, 0.241882, 0.822775, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.705022, 0.597018, 2.994091, 2.721083, 1.002031, 0.612394, 0.612394, 1.014031, 0.822775, 0.239632, 0.239632, 0.817900, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.687021, 0.549017, 2.928089, 2.658081, 1.014031, 0.544892, 0.544892, 0.972405, 0.817900, 0.240195, 0.240195, 0.827275, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.705022, 0.603018, 2.985091, 2.733083, 0.972405, 0.603581, 0.603581, 1.023969, 0.827275, 0.237945, 0.237945, 0.815837, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.678021, 0.561017, 2.904089, 2.646081, 1.023969, 0.540204, 0.540204, 0.949717, 0.815837, 0.241132, 0.493328, 0.493328, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.708022, 0.618019, 2.979091, 2.712083, 0.870964, 0.603393, 0.603393, 0.947466, 2.097814, 0.242257, 0.242257, 0.826713, 0.000000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
0.684021, 0.552017, 2.928089, 2.787085, 0.947466, 0.558392, 0.558392, 0.981030, 0.826713, 0.240007, 0.240007, 0.817337, -0.100000, -1.000000, -1.000000, -1.000000, 125.264389, 125.264389, -1.000000, 0.000000
