ADC.steerAngle, ADC.airSpeed, ADC.brakePressB, ADC.fuelTankLevel, ADC.shockDispFL, ADC.shockDispFR, ADC.shockDispBR, ADC.shockDispBL, ADC.channel9, ADC.channel10, ADC.channel11, ADC.channel12, INA.brakePressF, IMU.xAccel, IMU.yAccel, IMU.zAccel, IMU.xRot, IMU.yRot, IMU.zRot, IMU.temp, ECU.RPM, ECU.ECT, ECU.batVolt, GPS.speed, GPS.speedAccel, GPS.latitude, GPS.longitude
0.585018, 0.705022, 0.825025, 0.762023, 1.173786, 1.173786, 1.173786, 1.250101, 0.566080, 0.566080, 0.566080, 0.557455, 0.000000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -18.059999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.603018, 0.753023, 0.822025, 0.774024, 4.976777, 4.976777, 4.976777, 1.286289, 0.557455, 0.557455, 0.557455, 0.555579, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -18.059999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.591018, 0.732022, 0.834025, 0.798024, 1.286289, 1.286289, 1.183161, 1.183161, 0.519016, 0.519016, 0.519016, 0.519016, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 35.980000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.582018, 0.798024, 0.840026, 0.789024, 4.980340, 4.980340, 4.980340, 1.291164, 0.556329, 0.556329, 0.556329, 0.556329, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 0.000000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.585018, 0.711022, 0.789024, 0.747023, 4.978652, 4.978652, 4.978652, 1.247288, 0.548642, 0.548642, 0.548642, 0.549017, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.681021, 0.813025, 0.777024, 1.247288, 1.247288, 1.014031, 1.014031, 0.549017, 0.549017, 0.549017, 0.558017, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.588018, 0.822025, 0.852026, 0.807025, 4.980152, 4.980152, 1.152410, 1.152410, 0.526516, 0.526516, 0.526516, 0.564580, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.591018, 0.765023, 0.846026, 0.795024, 4.979589, 4.979589, 4.979589, 1.316853, 0.519203, 0.519203, 0.519203, 0.573580, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 17.990000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.582018, 0.711022, 0.819025, 0.783024, 4.980527, 4.980527, 4.980527, 1.216912, 0.523891, 0.523891, 0.523891, 0.558767, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 17.990000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.609019, 0.732022, 0.819025, 0.795024, 4.980340, 4.980340, 4.980340, 1.239038, 0.525579, 0.525579, 0.525579, 0.564205, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -36.049999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.603018, 0.684021, 0.792024, 0.750023, 1.239038, 1.239038, 1.239038, 1.153535, 0.564205, 0.564205, 0.555954, 0.555954, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -36.049999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.738023, 0.825025, 0.798024, 4.980152, 4.980152, 4.980152, 1.142660, 0.524078, 0.524078, 0.524078, 0.565517, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.603018, 0.741023, 0.834025, 0.762023, 4.979777, 4.979777, 4.979777, 1.286852, 0.565517, 0.565517, 0.565517, 0.558205, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 53.970001, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.582018, 0.714022, 0.825025, 0.774024, 1.286852, 1.286852, 1.286852, 1.223850, 0.520891, 0.520891, 0.520891, 0.520891, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 0.000000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.567017, 0.738023, 0.807025, 0.747023, 4.981277, 4.981277, 4.981277, 4.981277, 0.564017, 0.564017, 0.564017, 0.546204, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.708022, 0.831025, 0.762023, 1.299790, 1.299790, 1.299790, 1.269976, 0.546204, 0.546204, 0.546204, 0.546204, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 53.970001, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.741023, 0.834025, 0.765023, 1.269976, 1.269976, 1.269976, 1.304665, 0.553517, 0.553517, 0.553517, 0.553517, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -54.040001, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.609019, 0.747023, 0.843026, 0.768023, 1.304665, 1.304665, 1.304665, 1.312540, 0.547142, 0.547142, 0.547142, 0.556142, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.600018, 0.720022, 0.846026, 0.795024, 1.312540, 1.312540, 1.312540, 1.247101, 0.522578, 0.522578, 0.522578, 0.566642, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.546017, 0.723022, 0.816025, 0.768023, 4.980152, 4.980152, 4.980152, 1.183349, 0.566642, 0.566642, 0.566642, 0.566642, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.600018, 0.714022, 0.840026, 0.762023, 1.183349, 1.183349, 1.183349, 1.341041, 0.548829, 0.548829, 0.548829, 0.548829, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 53.970001, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.699021, 0.807025, 0.738023, 1.341041, 1.341041, 1.341041, 1.341041, 0.548829, 0.548829, 0.548829, 0.548829, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 53.970001, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.684021, 0.825025, 0.759023, 1.237913, 1.237913, 1.237913, 1.260413, 0.546204, 0.546204, 0.546204, 0.557642, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.756023, 0.837026, 0.777024, 1.260413, 1.260413, 1.260413, 1.272601, 0.557642, 0.557642, 0.557642, 0.557642, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 53.970001, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.579018, 0.792024, 0.825025, 0.792024, 4.981090, 4.981090, 4.981090, 1.301665, 0.558955, 0.558955, 0.558955, 0.554079, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -72.029999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.732022, 0.831025, 0.780024, 4.979964, 4.979964, 4.979964, 1.239038, 0.554079, 0.554079, 0.554079, 0.552767, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 71.959999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.591018, 0.699021, 0.816025, 0.768023, 1.239038, 1.239038, 1.239038, 1.239038, 0.552767, 0.552767, 0.552767, 0.556892, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -72.029999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.708022, 0.828025, 0.759023, 1.346666, 1.346666, 1.346666, 1.148098, 0.556892, 0.556892, 0.556892, 0.556892, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 53.970001, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.609019, 0.771024, 0.858026, 0.768023, 4.981277, 4.981277, 4.981277, 1.181474, 0.547142, 0.547142, 0.547142, 0.547142, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 0.000000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.576018, 0.750023, 0.822025, 0.786024, 4.978089, 4.978089, 4.978089, 4.978089, 0.550704, 0.550704, 0.550704, 0.547142, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.687021, 0.828025, 0.765023, 1.393918, 1.393918, 1.393918, 1.393918, 0.547142, 0.547142, 0.547142, 0.547142, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.588018, 0.690021, 0.825025, 0.783024, 1.381167, 1.381167, 1.381167, 1.381167, 0.552392, 0.552392, 0.552392, 0.554829, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.702021, 0.819025, 0.777024, 1.347229, 1.347229, 1.347229, 1.218037, 0.554829, 0.554829, 0.554829, 0.550142, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.735022, 0.840026, 0.804025, 4.979964, 4.979964, 4.979964, 1.182411, 0.525579, 0.525579, 0.525579, 0.552767, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.594018, 0.729022, 0.816025, 0.765023, 1.182411, 1.182411, 1.182411, 1.182411, 0.552767, 0.552767, 0.552767, 0.562517, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 89.949997, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.723022, 0.825025, 0.759023, 1.325853, 1.325853, 1.325853, 1.225162, 0.562517, 0.562517, 0.562517, 0.553142, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.570017, 0.720022, 0.828025, 0.765023, 1.225162, 1.225162, 1.225162, 1.283852, 0.553142, 0.553142, 0.553142, 0.554642, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -18.059999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.612019, 0.729022, 0.831025, 0.768023, 1.283852, 1.283852, 1.126159, 1.126159, 0.554642, 0.554642, 0.554642, 0.553892, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -108.010002, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.588018, 0.825025, 0.861026, 0.813025, 4.980152, 4.980152, 4.980152, 1.364292, 0.519766, 0.519766, 0.519766, 0.519766, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -18.059999, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.612019, 0.708022, 0.819025, 0.759023, 1.364292, 1.364292, 1.364292, 1.364292, 0.558205, 0.558205, 0.558205, 0.558205, 0.000000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.609019, 0.723022, 0.831025, 0.759023, 1.386980, 1.386980, 1.386980, 1.185411, 0.549954, 0.549954, 0.549954, 0.560080, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -179.970001, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.567017, 0.780024, 0.849026, 0.792024, 4.979589, 4.979589, 4.979589, 4.979589, 0.519203, 0.519203, 0.519203, 0.561017, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.690021, 0.786024, 0.765023, 1.388105, 1.388105, 1.388105, 1.388105, 0.561017, 0.561017, 0.561017, 0.549204, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -108.010002, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.714022, 0.825025, 0.795024, 1.317603, 1.317603, 1.317603, 1.193099, 0.522016, 0.522016, 0.522016, 0.522016, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.603018, 0.732022, 0.819025, 0.750023, 1.193099, 1.193099, 1.193099, 1.193099, 0.562892, 0.562892, 0.562892, 0.555017, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -108.010002, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.585018, 0.705022, 0.822025, 0.768023, 1.355666, 1.355666, 1.355666, 1.226100, 0.555017, 0.555017, 0.555017, 0.560455, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -108.010002, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.603018, 0.735022, 0.837026, 0.789024, 1.226100, 1.226100, 1.226100, 1.148098, 0.518266, 0.518266, 0.518266, 0.565517, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.585018, 0.783024, 0.840026, 0.798024, 4.979402, 4.979402, 4.979402, 1.342353, 0.519766, 0.519766, 0.519766, 0.519766, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 125.930000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.591018, 0.690021, 0.825025, 0.753023, 1.342353, 1.342353, 1.342353, 1.167973, 0.561392, 0.561392, 0.561392, 0.561392, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 125.930000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.594018, 0.759023, 0.834025, 0.768023, 4.980902, 4.980902, 4.980902, 4.980902, 0.558767, 0.558767, 0.558767, 0.558767, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -126.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.588018, 0.684021, 0.804025, 0.759023, 1.350791, 1.350791, 1.350791, 1.197787, 0.558955, 0.558955, 0.558955, 0.561580, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -126.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.720022, 0.825025, 0.774024, 1.197787, 1.197787, 1.197787, 1.187849, 0.561580, 0.561580, 0.561580, 0.557455, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -18.059999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.603018, 0.756023, 0.846026, 0.813025, 4.980152, 4.980152, 4.980152, 1.307852, 0.519203, 0.519203, 0.519203, 0.519203, 0.000000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -126.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.684021, 0.816025, 0.753023, 1.307852, 1.307852, 1.307852, 1.307852, 0.556142, 0.556142, 0.556142, 0.556142, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -126.000000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.594018, 0.693021, 0.837026, 0.753023, 1.204724, 1.204724, 1.204724, 1.170973, 0.558205, 0.558205, 0.558205, 0.558205, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -143.990005, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.579018, 0.738023, 0.828025, 0.768023, 1.170973, 1.170973, 1.170973, 1.245975, 0.555392, 0.555392, 0.555392, 0.558767, -0.200000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -126.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.591018, 0.735022, 0.849026, 0.759023, 1.245975, 1.245975, 1.112846, 1.112846, 0.558767, 0.558767, 0.558767, 0.560455, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.579018, 0.798024, 0.840026, 0.795024, 4.980340, 4.980340, 4.980340, 1.326415, 0.560455, 0.560455, 0.560455, 0.560455, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.603018, 0.711022, 0.807025, 0.774024, 1.326415, 1.326415, 1.326415, 1.353979, 0.553892, 0.553892, 0.553892, 0.555204, -0.200000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 143.919998, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.615019, 0.714022, 0.819025, 0.780024, 1.353979, 1.353979, 1.353979, 1.268289, 0.555204, 0.555204, 0.555204, 0.555204, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 143.919998, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.591018, 0.759023, 0.822025, 0.774024, 1.268289, 1.268289, 1.268289, 1.329228, 0.547892, 0.547892, 0.547892, 0.551829, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.594018, 0.726022, 0.828025, 0.771024, 1.329228, 1.329228, 1.329228, 1.152223, 0.551829, 0.551829, 0.543392, 0.543392, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 143.919998, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.594018, 0.780024, 0.846026, 0.801024, 4.980714, 4.980714, 4.980714, 1.252913, 0.518266, 0.518266, 0.518266, 0.518266, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -287.910004, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.603018, 0.720022, 0.825025, 0.756023, 1.252913, 1.252913, 1.252913, 1.252913, 0.560455, 0.560455, 0.560455, 0.560455, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 125.930000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.597018, 0.726022, 0.825025, 0.753023, 1.472857, 1.472857, 1.472857, 1.101034, 0.555392, 0.555392, 0.555392, 0.552017, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.591018, 0.777024, 0.831025, 0.780024, 4.978465, 4.978465, 4.978465, 4.978465, 0.552017, 0.552017, 0.552017, 0.544142, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -143.990005, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.678021, 0.807025, 0.780024, 1.421856, 1.421856, 1.421856, 1.174911, 0.544142, 0.544142, 0.544142, 0.558580, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -18.059999, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.729022, 0.831025, 0.795024, 1.174911, 1.174911, 1.174911, 1.270914, 0.518641, 0.518641, 0.518641, 0.518641, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -143.990005, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.756023, 0.834025, 0.765023, 4.981464, 4.981464, 4.981464, 4.981464, 0.561580, 0.561580, 0.561580, 0.561580, 0.000000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -108.010002, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.606018, 0.648020, 0.792024, 0.750023, 1.307290, 1.307290, 1.307290, 1.130285, 0.553892, 0.553892, 0.553892, 0.559330, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.600018, 0.753023, 0.849026, 0.771024, 4.981277, 4.981277, 4.981277, 4.981277, 0.559330, 0.559330, 0.559330, 0.559330, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -126.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.714022, 0.834025, 0.765023, 1.355104, 1.355104, 1.355104, 1.195536, 0.550517, 0.550517, 0.550517, 0.549767, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -161.979996, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.603018, 0.720022, 0.837026, 0.771024, 1.195536, 1.195536, 1.195536, 1.174911, 0.549767, 0.549767, 0.549767, 0.555954, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.756023, 0.864026, 0.810025, 4.977902, 4.977902, 4.977902, 1.281602, 0.519203, 0.519203, 0.519203, 0.563267, 0.000000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -143.990005, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.603018, 0.750023, 0.849026, 0.807025, 1.281602, 1.281602, 1.080783, 1.080783, 0.524828, 0.524828, 0.524828, 0.524828, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.585018, 0.750023, 0.831025, 0.768023, 4.978839, 4.978839, 4.978839, 1.242038, 0.557642, 0.557642, 0.557642, 0.560642, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.597018, 0.735022, 0.837026, 0.765023, 4.979777, 4.979777, 4.979777, 1.239975, 0.560642, 0.560642, 0.560642, 0.550704, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 269.850006, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.606018, 0.720022, 0.813025, 0.771024, 1.239975, 1.239975, 1.239975, 1.307665, 0.550704, 0.550704, 0.550704, 0.547892, 0.000000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 143.919998, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.624019, 0.714022, 0.831025, 0.774024, 1.307665, 1.307665, 1.307665, 1.203599, 0.547892, 0.547892, 0.547892, 0.559892, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -126.000000, 0.000000, 104, 12,0, 0, 0,0,1918904912
0.594018, 0.732022, 0.837026, 0.765023, 1.203599, 1.203599, 1.203599, 1.237538, 0.559892, 0.559892, 0.555954, 0.555954, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, 143.919998, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.588018, 0.735022, 0.855026, 0.789024, 1.237538, 1.237538, 1.237538, 1.219537, 0.520141, 0.520141, 0.520141, 0.564955, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.594018, 0.774024, 0.846026, 0.753023, 4.977152, 4.977152, 4.977152, 1.301665, 0.564955, 0.564955, 0.564955, 0.554642, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.591018, 0.729022, 0.843026, 0.771024, 1.301665, 1.301665, 1.301665, 1.236225, 0.523703, 0.523703, 0.523703, 0.568517, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0, 0, 0,0,1918904912
0.594018, 0.711022, 0.816025, 0.747023, 1.236225, 1.236225, 1.236225, 1.071970, 0.568517, 0.568517, 0.568517, 0.552954, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 17.990000, 0.000000, 104, 12,0, 0, 0,0,1918904912
