ADC.steerAngle, ADC.airSpeed, ADC.brakePressB, ADC.fuelTankLevel, ADC.shockDispFL, ADC.shockDispFR, ADC.shockDispBR, ADC.shockDispBL, ADC.channel9, ADC.channel10, ADC.channel11, ADC.channel12, INA.brakePressF, IMU.xAccel, IMU.yAccel, IMU.zAccel, IMU.xRot, IMU.yRot, IMU.zRot, IMU.temp, ECU.RPM, ECU.ECT, ECU.batVolt
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0,0
0.807025, 0.729022, 0.870027, 1.941059, 0.000000, 0.559330, 0.559330, 4.849835, 0.000000, 1.098783, 1.098783, 0.528391, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0
0.891027, 0.735022, 0.873027, 1.884058, 4.849835, 0.790337, 0.790337, 4.843835, 0.528391, 1.064845, 1.064845, 0.529141, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 0.000000, 0.000000, 0, 0,0
0.894027, 0.732022, 0.870027, 1.884058, 4.843835, 0.783399, 0.783399, 4.837273, 0.529141, 1.081346, 0.518641, 0.518641, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0
0.891027, 0.729022, 0.867026, 1.881057, 4.837273, 0.814525, 0.814525, 4.841398, 0.581455, 1.084158, 0.533266, 0.533266, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 17.990000, 0.000000, 0, 0,0
0.891027, 0.726022, 0.867026, 1.896058, 4.841398, 0.790899, 0.790899, 4.852273, 0.527454, 1.053032, 1.053032, 0.528016, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, -0.000059, 0, 0,0
0.897027, 0.735022, 0.873027, 1.893058, 4.852273, 0.823338, 0.823338, 4.849085, 0.528016, 1.042157, 1.042157, 0.524266, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 17.990000, 0.000000, 0, 0,0
0.885027, 0.738023, 0.861026, 1.875057, 4.849085, 0.824650, 0.824650, 4.850211, 0.524266, 1.044782, 1.044782, 0.530641, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -36.049999, 0.000000, 0, 0,0
0.888027, 0.732022, 0.870027, 1.884058, 4.850211, 0.836838, 0.836838, 4.856023, 0.530641, 1.037657, 1.037657, 0.528954, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0
0.900027, 0.735022, 0.867026, 1.872057, 4.856023, 0.841338, 0.841338, 4.855648, 0.528954, 1.042532, 1.042532, 0.530641, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, 17.990000, 0.000000, 0, 0,0
0.888027, 0.729022, 0.864026, 1.875057, 4.855648, 0.829713, 0.829713, 4.852836, 0.530641, 1.042719, 1.042719, 0.531204, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, -0.070000, -0.000082, 0, 0,0
0.891027, 0.741023, 0.867026, 1.869057, 4.852836, 0.835713, 0.835713, 4.855461, 0.531204, 1.039532, 1.039532, 0.525954, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, -0.070000, 0.000000, 0, 0,0
0.882027, 0.732022, 0.870027, 1.863057, 4.855461, 0.852589, 0.852589, 4.851148, 0.525954, 1.045344, 1.045344, 0.527079, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -54.040001, 0.000000, 0, 0,0
0.882027, 0.729022, 0.867026, 1.875057, 4.851148, 0.811712, 0.811712, 4.854148, 0.527079, 1.045532, 1.045532, 0.530266, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -72.029999, 0.000000, 0, 0,0
0.894027, 0.729022, 0.867026, 1.869057, 4.854148, 0.815087, 0.815087, 4.854711, 0.530266, 1.044219, 1.044219, 0.525391, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, 0.000000, 0.000000, 0, 0,0
0.897027, 0.729022, 0.864026, 1.869057, 4.854711, 0.823900, 0.823900, 4.850585, 0.525391, 1.047407, 1.047407, 0.523891, 0.000000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -0.070000, -0.000180, 0, 0,0
0.888027, 0.732022, 0.867026, 1.863057, 4.850585, 0.848838, 0.848838, 4.849461, 0.523891, 1.036719, 1.036719, 0.526329, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 17.990000, 0.000000, 0, 0,0
0.897027, 0.732022, 0.867026, 1.875057, 4.849461, 0.824088, 0.824088, 4.852086, 0.526329, 1.039907, 1.039907, 0.525016, -0.100000, -0.001953, -0.001953, 1.035156, 125.264381, 90.108101, 17.990000, 0.000000, 0, 0,0
0.900027, 0.732022, 0.858026, 1.878057, 4.852086, 0.853901, 0.853901, 4.850961, 0.525016, 1.043657, 1.043657, 0.521266, 0.000000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, -0.070000, 0.000000, 0, 0,0
0.882027, 0.738023, 0.861026, 1.878057, 4.850961, 0.823525, 0.823525, 4.836710, 0.538704, 1.077408, 1.077408, 0.540579, -0.100000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, -0.070000, 0.000000, 0, 0,0
0.900027, 0.729022, 0.882027, 1.896058, 4.838210, 0.827275, 0.827275, 4.855836, 0.540579, 1.050782, 1.050782, 0.530079, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 35.980000, -0.000379, 0, 0,0
0.897027, 0.735022, 0.873027, 1.863057, 4.855836, 0.823525, 0.823525, 4.851898, 0.530079, 1.041782, 1.041782, 0.525016, -0.100000, 0.000000, -0.001953, 1.003906, 135.000000, 90.111473, -0.070000, 0.000000, 0, 0,0
0.894027, 0.738023, 0.864026, 1.869057, 4.851898, 0.842651, 0.842651, 4.853961, 0.525016, 1.048720, 1.048720, 0.531204, -0.100000, 0.000000, -0.001953, 1.003906, 135.000000, 90.111473, -126.000000, 0.000000, 0, 0,0
0.885027, 0.735022, 0.864026, 1.881057, 4.853961, 0.825588, 0.825588, 4.853210, 0.531204, 1.048907, 1.048907, 0.527079, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, -90.019997, 0.000000, 0, 0,0
0.897027, 0.738023, 0.867026, 1.866057, 4.853210, 0.824463, 0.824463, 4.848898, 0.527079, 1.046844, 1.046844, 0.525016, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, -161.979996, 0.000000, 0, 0,0
0.885027, 0.729022, 0.867026, 1.878057, 4.848898, 0.837401, 0.837401, 4.853961, 0.525016, 1.053407, 1.053407, 0.527641, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, -54.040001, -0.000699, 0, 0,0
0.888027, 0.735022, 0.867026, 1.869057, 4.853961, 0.837401, 0.837401, 4.850023, 0.527641, 1.044032, 1.044032, 0.528766, -0.100000, 0.000000, -0.001953, 1.003906, 135.000000, 90.111473, 71.959999, 0.000000, 0, 0,0
0.888027, 0.732022, 0.870027, 1.863057, 4.850023, 0.843401, 0.843401, 4.852273, 0.528766, 1.042344, 1.042344, 0.531016, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0
0.891027, 0.732022, 0.867026, 1.869057, 4.852273, 0.836651, 0.836651, 4.851898, 0.531016, 1.045907, 1.045907, 0.527454, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0
0.900027, 0.726022, 0.864026, 1.866057, 4.851898, 0.840588, 0.840588, 4.853210, 0.527454, 1.044407, 1.044407, 0.524454, -0.100000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, -0.070000, 0.000000, 0, 0,0
0.885027, 0.738023, 0.864026, 1.857057, 4.853210, 0.811712, 0.811712, 4.853398, 0.524454, 1.040282, 1.040282, 0.529141, -0.100000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, -0.070000, -0.001453, 0, 0,0
0.891027, 0.726022, 0.861026, 1.860057, 4.853398, 0.823525, 0.823525, 4.852273, 0.529141, 1.042157, 1.042157, 0.522203, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 89.949997, 0.000000, 0, 0,0
0.879027, 0.735022, 0.867026, 1.866057, 4.852273, 0.837213, 0.837213, 4.852273, 0.522203, 1.044407, 1.044407, 0.525391, -0.100000, 0.000000, -0.001953, 1.003906, 135.000000, 90.111473, -36.049999, 0.000000, 0, 0,0
0.900027, 0.741023, 0.864026, 1.872057, 4.852273, 0.827275, 0.827275, 4.853210, 0.525391, 1.043844, 1.043844, 0.522766, -0.100000, 0.000000, -0.001953, 1.035156, 135.000000, 90.108101, 0.000000, 0.000000, 0, 0,0
0.894027, 0.738023, 0.864026, 1.881057, 4.853210, 0.832713, 0.832713, 4.853023, 0.522766, 1.042907, 1.042907, 0.529141, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, 0.000000, 0.000000, 0, 0,0
0.900027, 0.738023, 0.870027, 1.893058, 4.853023, 0.823713, 0.823713, 4.838773, 0.529141, 1.065032, 1.065032, 0.527266, -0.100000, 0.000000, 0.031250, 1.003906, 45.000000, 88.217049, 0.000000, -0.002855, 0, 0,0
0.885027, 0.738023, 0.867026, 1.857057, 4.843273, 0.819775, 0.819775, 4.853210, 0.527266, 1.046469, 1.046469, 0.524454, -0.100000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, 53.970001, 0.000000, 0, 0,0
0.897027, 0.738023, 0.870027, 1.866057, 4.853210, 0.833463, 0.833463, 4.852648, 0.524454, 1.047594, 1.047594, 0.526516, 0.000000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, -215.949997, 0.000000, 0, 0,0
0.897027, 0.732022, 0.864026, 1.860057, 4.852648, 0.837588, 0.837588, 4.851148, 0.526516, 1.043844, 1.043844, 0.523328, -0.100000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, -18.059999, 0.000000, 0, 0,0
0.891027, 0.732022, 0.864026, 1.866057, 4.851148, 0.830650, 0.830650, 4.855273, 0.523328, 1.045532, 1.045532, 0.529141, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0
0.891027, 0.732022, 0.867026, 1.866057, 4.855273, 0.836838, 0.836838, 4.835773, 0.529141, 1.116972, 0.521266, 0.521266, -0.100000, -0.001953, 0.000000, 1.035156, 90.000000, 90.000000, -0.070000, -0.005766, 0, 0,0
0.885027, 0.735022, 0.864026, 1.860057, 4.839148, 0.805900, 0.805900, 4.861649, 0.532329, 1.039157, 1.039157, 0.525016, -0.100000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, 53.970001, 0.000000, 0, 0,0
0.885027, 0.735022, 0.861026, 1.866057, 4.861649, 0.830088, 0.830088, 4.851711, 0.525016, 1.039532, 1.039532, 0.526141, -0.100000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, -36.049999, 0.000000, 0, 0,0
0.894027, 0.738023, 0.867026, 1.872057, 4.851711, 0.840776, 0.840776, 4.848148, 0.526141, 1.043094, 1.043094, 0.530829, 0.000000, 0.000000, -0.001953, 1.003906, 135.000000, 90.111473, -72.029999, 0.000000, 0, 0,0
0.888027, 0.741023, 0.861026, 1.866057, 4.848148, 0.828400, 0.828400, 4.851711, 0.530829, 1.044969, 1.044969, 0.527079, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, 0.000000, 0.000000, 0, 0,0
0.900027, 0.726022, 0.858026, 1.872057, 4.851711, 0.848838, 0.848838, 4.851148, 0.527079, 1.036344, 1.036344, 0.523891, -0.100000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, -54.040001, -0.011484, 0, 0,0
0.882027, 0.732022, 0.864026, 1.866057, 4.851148, 0.826900, 0.826900, 4.848898, 0.523891, 1.050032, 1.050032, 0.526516, 0.000000, 0.000000, 0.000000, 1.003906, 0.000000, 90.000000, -54.040001, 0.000000, 0, 0,0
0.897027, 0.741023, 0.867026, 1.866057, 4.848898, 0.842276, 0.842276, 4.841023, 0.526516, 1.044969, 1.044969, 0.524641, -0.100000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, 17.990000, 0.000000, 0, 0,0
0.885027, 0.741023, 0.864026, 1.890058, 4.841023, 0.810587, 1.181286, 4.843460, 0.524641, 1.063908, 1.063908, 0.525579, 0.000000, -0.001953, 0.000000, 1.003906, 90.000000, 90.000000, -0.070000, 0.000000, 0, 0,0
0.891027, 0.744023, 0.870027, 1.887058, 4.843460, 0.751898, 0.751898, 4.861649, 0.525579, 1.023969, 1.023969, 0.524078, -0.100000, -0.001953, -0.001953, 1.003906, 125.264381, 90.111473, 107.940002, 0.000000, 0, 0,0
0.891027, 0.744023, 0.870027, 1.884058, 4.861649, 0.840026, 0.840026, 4.852836, 0.524078, 1.042719, 1.042719, 0.530454, -0.100000, -0.001953, -0.001953, 1.035156, 125.264381, 90.108101, 17.990000, -0.023012, 0, 0,0
